Theta,Phi,Gain_RHCP,Gain_RHCP_Phase,Gain_LHCP,Gain_LHCP_Phase
-15,0,-0.790405336,-6.120851497,-11.00412616,-78.60367224
-14,0,-0.741359828,-6.270355652,-10.81000393,-77.20251926
-13,0,-0.700399483,-6.383015065,-10.63030313,-75.93907376
-12,0,-0.667221597,-6.457952713,-10.46502349,-74.81456068
-11,0,-0.641215425,-6.495634039,-10.31411995,-73.82563397
-10,0,-0.621489909,-6.4978592,-10.17747831,-72.96491044
-9,0,-0.606915049,-6.467703367,-10.0549082,-72.22159476
-8,0,-0.596175707,-6.409399741,-9.946149697,-71.58217241
-7,0,-0.58783588,-6.328161117,-9.850888897,-71.0311498
-6,0,-0.580410708,-6.229939072,-9.768777471,-70.55182191
-5,0,-0.572442661,-6.121125201,-9.699452138,-70.12704673
-4,0,-0.56257774,-6.008205842,-9.642551165,-69.74000467
-3,0,-0.549637166,-5.897389332,-9.597726618,-69.37491892
-2,0,-0.532680073,-5.794231537,-9.564652699,-69.01771217
-1,0,-0.511053194,-5.70328973,-9.543031758,-68.65657514
0,0,-0.484424384,-5.627835419,-9.53260037,-68.28242387
1,0,-0.452798007,-5.569652903,-9.533137967,-67.88922581
2,0,-0.416511515,-5.528942411,-9.544479951,-67.47417772
3,0,-0.376213862,-5.50433588,-9.566536123,-67.03772407
4,0,-0.332827583,-5.49302161,-9.599313749,-66.58340949
5,0,-0.287497292,-5.49096322,-9.64294311,-66.11756683
6,0,-0.241528018,-5.493190309,-9.697702125,-65.64885008
7,0,-0.196317156,-5.494133899,-9.764035985,-65.18763084
8,0,-0.153283887,-5.487979407,-9.842567799,-64.74528508
9,0,-0.113799751,-5.469012751,-9.934097113,-64.33340385
10,0,-0.079123707,-5.431940311,-10.0395846,-63.96296461
11,0,-0.050344515,-5.37216934,-10.16012298,-63.64349891
12,0,-0.028332718,-5.286040957,-10.29689594,-63.38228712
13,0,-0.013703958,-5.171012222,-10.45112796,-63.18360282
14,0,-0.006794789,-5.025786519,-10.62402857,-63.04801983
15,0,-0.007651686,-4.850392533,-10.81673391,-62.97178644
16,0,-0.016033491,-4.646211967,-11.03024732,-62.94626543
17,0,-0.031427101,-4.415955152,-11.26537826,-62.95743703
18,0,-0.053075805,-4.163582743,-11.52267569,-62.98546606
19,0,-0.080019161,-3.894171353,-11.80234874,-63.00434492
20,0,-0.11114286,-3.613721859,-12.1041629,-62.98164382
21,0,-0.145236487,-3.328911656,-12.42729624,-62.87843087
22,0,-0.18105658,-3.046796337,-12.77013733,-62.64947433
23,0,-0.217392027,-2.77447183,-13.13000631,-62.24391435
24,0,-0.253128516,-2.518714182,-13.50278757,-61.60669843
25,0,-0.287308759,-2.285619751,-13.88248219,-60.68120802
26,0,-0.319185285,-2.080272461,-14.26072927,-59.41362632
27,0,-0.348263037,-1.90646564,-14.62641637,-57.7596031
28,0,-0.374329505,-1.766503334,-14.96559716,-55.69345823
29,0,-0.397470816,-1.661099603,-15.26202576,-53.21925753
30,0,-0.418072994,-1.589385065,-15.49861351,-50.38147001
31,0,-0.436808347,-1.549019092,-15.6598904,-47.27106512
32,0,-0.454607792,-1.536395352,-15.73506031,-44.02229258
33,0,-0.47262064,-1.546919511,-15.72068122,-40.79775491
34,0,-0.492164059,-1.575332218,-15.6218407,-37.76467149
35,0,-0.51466491,-1.616048424,-15.45125127,-35.07018357
36,0,-0.541597008,-1.663485791,-15.22666753,-32.82408315
37,0,-0.574416917,-1.712359362,-14.9677072,-31.09299048
38,0,-0.614501269,-1.75792586,-14.69312619,-29.90444188
39,0,-0.663088248,-1.79616766,-14.41907737,-29.2563182
40,0,-0.721225453,-1.823912575,-14.15835159,-29.12720436
41,0,-0.789725823,-1.838890475,-13.9203222,-29.48503175
42,0,-0.869132855,-1.839731148,-13.71127778,-30.29309922
43,0,-0.959695956,-1.825909719,-13.53490881,-31.51362658
44,0,-1.061356493,-1.797646798,-13.39281416,-33.10941409
45,0,-1.173744949,-1.755770757,-13.28496867,-35.04423093
46,0,-1.296189506,-1.701549591,-13.21013794,-37.28245954
47,0,-1.427736332,-1.636500239,-13.16624629,-39.78840247
48,0,-1.567181709,-1.562184122,-13.15070881,-42.52555711
49,0,-1.713115976,-1.479999291,-13.16073379,-45.45608552
50,0,-1.863978787,-1.390981547,-13.19359366,-48.54063835
51,0,-2.018124625,-1.295629008,-13.24685383,-51.73862142
52,0,-2.173896616,-1.193766034,-13.31854284,-55.00891566
53,0,-2.329705736,-1.084462535,-13.40724616,-58.310981
54,0,-2.484111457,-0.96602265,-13.51211096,-61.60620775
55,0,-2.635899023,-0.836052321,-13.63275871,-64.85934074
56,0,-2.784148052,-0.691608262,-13.76911415,-68.03980343
57,0,-2.92828722,-0.529422139,-13.92116937,-71.12278765
58,0,-3.068130525,-0.346184644,-14.08870873,-74.09003587
59,0,-3.20389196,-0.138866244,-14.27102211,-76.9303051
60,0,-3.336177315,0.094953652,-14.46663287,-79.63954513
61,0,-3.465953823,0.356778573,-14.67306395,-82.22083682
62,0,-3.59450024,0.646934523,-14.88666317,-84.68411706
63,0,-3.723341418,0.964377636,-15.10250769,-87.04567198
64,0,-3.854172159,1.306582446,-15.31440824,-89.32732553
65,0,-3.9887753,1.669515135,-15.51503374,-91.55520721
66,0,-4.128938487,2.047689332,-15.69617412,-93.75797911
67,0,-4.276373249,2.4342976,-15.84915172,-95.96446697
68,0,-4.432639017,2.821409895,-15.96537538,-98.20078718
69,0,-4.599073841,3.200230862,-16.03700737,-100.4872772
70,0,-4.776732924,3.561409959,-16.05768226,-102.8357538
71,0,-4.966335851,3.895401259,-16.0231856,-105.2477381
72,0,-5.168223536,4.1928722,-15.93198087,-107.7141901
73,0,-5.382326493,4.445161417,-15.78547761,-110.2169642
74,0,-5.608146813,4.644784087,-15.58797251,-112.7317247
75,0,-5.844757262,4.785977883,-15.3462606,-115.2316436
76,0,-6.090821625,4.865273142,-15.06898633,-117.6910338
77,0,-6.344640809,4.882057129,-14.76585582,-120.088201
78,0,-6.604228493,4.839085614,-14.44684354,-122.4071352
79,0,-6.867418218,4.742878165,-14.12150163,-124.6380342
80,0,-7.132000306,4.603921381,-13.79843376,-126.7769077
81,0,-7.39588216,4.436602689,-13.4849486,-128.8246136
82,0,-7.65726016,4.258812078,-13.18687406,-130.7856496
83,0,-7.914786686,4.091182895,-12.90849691,-132.6669301
84,0,-8.167713574,3.955993001,-12.65258982,-134.4766808
85,0,-8.415994653,3.875804474,-12.42049383,-136.2234998
86,0,-8.660335383,3.871969627,-12.21223389,-137.9155877
87,0,-8.90218592,3.963158754,-12.02665475,-139.5601256
88,0,-9.14368309,4.164062212,-11.86157246,-141.1627779
89,0,-9.387554184,4.484386958,-11.71394225,-142.7273099
90,0,-9.636999361,4.928215313,-11.58004592,-144.2553207
91,0,-9.895569108,5.493736033,-11.45570215,-145.7461139
92,0,-10.16704937,6.173308061,-11.33649987,-147.1967347
93,0,-10.45536112,6.953783922,-11.21805039,-148.6022042
94,0,-10.76447493,7.817004642,-11.09624722,-149.9559697
95,0,-11.09833585,8.74037897,-10.9675173,-151.2505601
96,0,-11.46078991,9.697472432,-10.82904264,-152.4784017
97,0,-11.85550116,10.65855288,-10.67893152,-153.6327114
98,0,-12.2858466,11.59106723,-10.51632162,-154.7083577
99,0,-12.75477539,12.46006035,-10.34140523,-155.702579
100,0,-13.26461819,13.22859546,-10.15537591,-156.6154669
101,0,-13.81683241,13.85830182,-9.960305739,-157.4501647
102,0,-14.41167213,14.31026752,-9.758969134,-158.2127848
103,0,-15.04777961,14.54661646,-9.554633283,-158.91209
104,0,-15.72171594,14.53324896,-9.350835181,-159.5590144
105,0,-16.42748853,14.24434248,-9.151162655,-160.1661099
106,0,-17.1561999,13.66919085,-8.959052283,-160.7469905
107,0,-17.89602976,12.8216086,-8.777612212,-161.3158271
108,0,-18.63283255,11.75119991,-8.609473525,-161.8869189
109,0,-19.35159815,10.55423157,-8.456670458,-162.4743411
110,0,-20.03877044,9.380213991,-8.320547874,-163.091652
111,0,-20.6849217,8.429985146,-8.201693845,-163.7516265
112,0,-21.28675437,7.943568385,-8.099895823,-164.4659826
113,0,-21.84726681,8.180882051,-8.014120543,-165.2450635
114,0,-22.3734164,9.402154309,-7.942519995,-166.0974506
115,0,-22.87144212,11.85376498,-7.882468182,-167.0294931
116,0,-23.34060332,15.75860704,-7.830635293,-168.0447639
117,0,-23.76637801,21.30107217,-7.783106529,-169.1434817
118,0,-24.11490005,28.59033653,-7.735551248,-170.3219681
119,0,-24.332463,37.59023449,-7.683443552,-171.572244
120,0,-24.35601718,48.03394382,-7.622327634,-172.8818868
121,0,-24.13692683,59.39470601,-7.548111011,-174.2342633
122,0,-23.66663087,70.99269416,-7.457358382,-175.6092176
123,0,-22.98330751,82.20739836,-7.347551654,-176.9842152
124,0,-22.15358954,92.64385086,-7.217281024,-178.3358513
125,0,-21.24654465,102.1544914,-7.066339772,-179.6415433
126,0,-20.31749398,110.7608949,-6.895710453,179.1188289
127,0,-19.40430881,118.5629545,-6.707448442,177.9615653
128,0,-18.53042959,125.678543,-6.504484941,176.8982403
129,0,-17.70944908,132.2147963,-6.290381177,175.935324
130,0,-16.9489667,138.2589925,-6.069067106,175.0743049
131,0,-16.25323372,143.8786977,-5.84459262,174.3122116
132,0,-15.62478263,149.1252353,-5.620910326,173.6423932
133,0,-15.06535686,154.0376858,-5.401699423,173.0554161
134,0,-14.57640449,158.6463224,-5.190232426,172.5399607
135,0,-14.15931885,162.9751848,-4.98928137,172.0836367
136,0,-13.81554279,167.0438191,-4.801057638,171.6736731
137,0,-13.54660754,170.8683223,-4.62717899,171.2974697
138,0,-13.35414708,174.4618429,-4.468658133,170.9430191
139,0,-13.23991061,177.8346584,-4.325908517,170.5992183
140,0,-13.20578483,-179.00609,-4.198764541,170.2560955
141,0,-13.25383172,-176.0569719,-4.086514823,169.9049765
142,0,-13.38634467,-173.3191693,-3.987948278,169.5386081
143,0,-13.6059239,-170.7997756,-3.901413485,169.1512535
144,0,-13.91557082,-168.5136333,-3.824892075,168.7387633
145,0,-14.31879703,-166.485945,-3.756086487,168.2986195
146,0,-14.81973474,-164.7560408,-3.692521544,167.8299446
147,0,-15.42321354,-163.3829052,-3.631657758,167.3334619
148,0,-16.13471729,-162.4534284,-3.57101242,166.8113933
149,0,-16.9600173,-162.0948658,-3.508282502,166.2672843
150,0,-17.90400845,-162.4936245,-3.441461713,165.7057513
151,0,-18.96766817,-163.9226311,-3.368943046,165.1321605
152,0,-20.14077096,-166.7764695,-3.28959836,164.5522547
153,0,-21.38577427,-171.5975383,-3.202827939,163.9717595
154,0,-22.60726151,-179.0221063,-3.108575642,163.3960042
155,0,-23.61482921,170.5367353,-3.007308678,162.8295935
156,0,-24.1422196,157.6110362,-2.899964616,162.2761623
157,0,-24.01350275,144.1263401,-2.787871367,161.7382319
158,0,-23.31641532,132.3218632,-2.672648,161.2171752
159,0,-22.30748151,123.2309167,-2.556095167,160.713284
160,0,-21.20844674,116.6754832,-2.440083662,160.2259202
161,0,-20.14076215,112.0382599,-2.326448472,159.7537297
162,0,-19.15410661,108.7269829,-2.216894011,159.2948919
163,0,-18.26190097,106.2949278,-2.112914439,158.8473829
164,0,-17.46203554,104.4308703,-2.015731279,158.4092317
165,0,-16.74664616,102.9242171,-1.92624925,157.9787553
166,0,-16.10633561,101.6349188,-1.845030241,157.554761
167,0,-15.53189832,100.4721782,-1.772284771,157.1367085
168,0,-15.01498161,99.38008171,-1.707879873,156.7248262
169,0,-14.54831077,98.32782125,-1.651362156,156.3201775
170,0,-14.12574062,97.30277386,-1.601994558,155.9246732
171,0,-13.74223574,96.30532977,-1.558805085,155.5410262
172,0,-13.39381227,95.34480662,-1.520645491,155.1726498
173,0,-13.07744873,94.43608936,-1.486257429,154.8234973
174,0,-12.79096626,93.5968213,-1.45434313,154.497851
175,0,-12.53288189,92.84507657,-1.423637246,154.2000693
176,0,-12.30224353,92.19748937,-1.392976187,153.9343063
177,0,-12.09846,91.66782309,-1.361361188,153.704225
178,0,-11.92114157,91.26595066,-1.328011537,153.5127272
179,0,-11.76996541,90.99720332,-1.292404911,153.3617226
180,0,-11.64457711,90.86203714,-1.254302517,153.2519596
-180,1,-11.64457711,91.86203714,-1.254302517,152.2519596
-179,1,-11.54301377,91.85899489,-1.214083182,152.1875361
-178,1,-11.4657307,91.98292936,-1.171771992,152.1625305
-177,1,-11.41213678,92.21971867,-1.127966815,152.1739421
-176,1,-11.38163717,92.55142916,-1.083489814,152.2177287
-175,1,-11.37371343,92.95717444,-1.039337689,152.2890283
-174,1,-11.38800914,93.41419438,-0.996623522,152.382419
-173,1,-11.42440725,93.89913533,-0.956513728,152.4921978
-172,1,-11.48308744,94.38949458,-0.920163688,152.6126552
-171,1,-11.56455579,94.86517578,-0.888655456,152.7383286
-170,1,-11.66964408,95.31009394,-0.862940585,152.8642237
-169,1,-11.79948069,95.71377283,-0.843790672,152.9859935
-168,1,-11.95543842,96.07289311,-0.831757672,153.1000737
-167,1,-12.13906444,96.39277403,-0.827145569,153.2037729
-166,1,-12.35199441,96.6887982,-0.829994464,153.2953197
-165,1,-12.59584474,96.98781196,-0.840077723,153.3738682
-164,1,-12.87206401,97.32954517,-0.856912419,153.4394649
-163,1,-13.18170636,97.76808216,-0.879782852,153.4929785
-162,1,-13.52506486,98.37335495,-0.907776509,153.5359941
-161,1,-13.90107203,99.232471,-0.939831264,153.5706744
-160,1,-14.30634179,100.4503313,-0.974792032,153.599591
-159,1,-14.73371095,102.1482833,-1.011474438,153.6255307
-158,1,-15.17019021,104.4583018,-1.048732433,153.6512862
-157,1,-15.59447668,107.5084445,-1.085526179,153.6794416
-156,1,-15.97480395,111.3940972,-1.120986238,153.7121674
-155,1,-16.26900904,116.1321403,-1.154469908,153.7510401
-154,1,-16.42966421,121.6071532,-1.185605907,153.7969028
-153,1,-16.41594172,127.5402527,-1.21432416,153.8497791
-152,1,-16.20868639,133.5214114,-1.240868475,153.9088499
-151,1,-15.81940929,139.1125137,-1.265791098,153.9724967
-150,1,-15.28612351,143.9662495,-1.289929484,154.038407
-149,1,-14.65933572,147.8901026,-1.31436693,154.1037346
-148,1,-13.98792655,150.8372707,-1.340379807,154.1653012
-147,1,-13.31118009,152.8580216,-1.369374947,154.2198232
-146,1,-12.656934,154.0495969,-1.402821114,154.2641499
-145,1,-12.04307469,154.5218451,-1.442178568,154.2954982
-144,1,-11.48001496,154.379098,-1.488830428,154.3116732
-143,1,-10.97298235,153.7130354,-1.544019007,154.3112674
-142,1,-10.52376959,152.6015207,-1.608789676,154.2938333
-141,1,-10.1319663,151.1101427,-1.683944122,154.260026
-140,1,-9.795796875,149.2946851,-1.770004277,154.2117136
-139,1,-9.512690198,147.2036641,-1.86718764,154.1520519
-138,1,-9.279675974,144.8805581,-1.975394324,154.0855183
-137,1,-9.093670971,142.3655868,-2.094205837,154.0178994
-136,1,-8.951692642,139.6970065,-2.222895353,153.9562208
-135,1,-8.851019215,136.9119369,-2.360449001,153.908612
-134,1,-8.789303136,134.0467663,-2.505597533,153.8840942
-133,1,-8.764637686,131.1372035,-2.656857532,153.892286
-132,1,-8.775573834,128.2180636,-2.812581175,153.9430226
-131,1,-8.821084908,125.322887,-2.971013414,154.045897
-130,1,-8.900479381,122.4834863,-3.13035533,154.2097372
-129,1,-9.013265598,119.7295061,-3.288832247,154.4420492
-128,1,-9.158975574,117.0880457,-3.444764959,154.7484641
-127,1,-9.336957317,114.5833635,-3.596641977,155.132238
-126,1,-9.546146433,112.2366376,-3.743190052,155.5938571
-125,1,-9.784828751,110.0657224,-3.883439374,156.1307975
-124,1,-10.05040728,108.0848133,-4.016778949,156.7374791
-123,1,-10.3391903,106.3039204,-4.142997042,157.4054328
-122,1,-10.64622337,104.728064,-4.262301542,158.1236805
-121,1,-10.96519644,103.3561503,-4.375315995,158.8792976
-120,1,-11.28846565,102.1795718,-4.483048917,159.6581093
-119,1,-11.60723342,101.1807185,-4.586836604,160.445459
-118,1,-11.91192279,100.3317532,-4.688262665,161.22698
-117,1,-12.19275612,99.59416096,-4.789060128,161.9893119
-116,1,-12.44050141,98.91962679,-4.891003888,162.7207187
-115,1,-12.64729188,98.25263596,-4.995802016,163.4115817
-114,1,-12.80737765,97.53478349,-5.104994112,164.0547624
-113,1,-12.91766028,96.71022017,-5.219863702,164.6458425
-112,1,-12.97790505,95.73118398,-5.341369909,165.1832576
-111,1,-12.99060851,94.56241936,-5.470101817,165.6683415
-110,1,-12.96058357,93.18357444,-5.606257127,166.1052947
-109,1,-12.89437481,91.58925938,-5.749645186,166.5010819
-108,1,-12.79962101,89.78707543,-5.899713114,166.8652565
-107,1,-12.68445176,87.79434255,-6.055592578,167.2097009
-106,1,-12.55696579,85.63437017,-6.216163739,167.5482692
-105,1,-12.42480649,83.33298445,-6.380131954,167.8963198
-104,1,-12.29483207,80.9157683,-6.546112209,168.2701329
-103,1,-12.17287038,78.40620466,-6.712715936,168.6862211
-102,1,-12.0635467,75.82470856,-6.878635123,169.1605566
-101,1,-11.97017372,73.18841189,-7.042719371,169.7077583
-100,1,-11.8946944,70.51151628,-7.204042677,170.3402943
-99,1,-11.83767088,67.80602834,-7.36195798,171.0677668
-98,1,-11.79831559,65.08271313,-7.516138542,171.8963448
